id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
745229,09005611152000136001000000U2,CETIS 30 EMILIANO ZAPATA,SECRETARIA DE EDUCACION PUBLICA,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,CIENFUEGOS,CALZADA,TICOMAN,AVENIDA,ACUEDUCTO DE GUADALUPE,CALLE,CIENFUEGOS,1017,NA,NA,NA,0,NA,COLONIA,RESIDENCIAL ZACATENCO,NA,NA,NA,07369,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,0756,011,5557545103,NA,WWW.CETIS30.EDU.MX,Fijo,19.4999078,-99.12354324,2010-07
742718,09017611152000025001000000U2,CETIS 32 JOSE VASCONCELOS TURNO MATUTINO Y VESPERTINO,UNINDAD DE EDUCACION MEDIA SUPERIOR TECNOLOGICA INDUSTRIAL Y DE SERVICIOS,611162,Escuelas de educación media superior del sector público,101 a 250 personas,AVENIDA,PROLONGACION RIO CHURUBUSCO,AVENIDA,PROLONGACION RIO CHURUBUSCO,CALLE,CIRCUNVALACION,AVENIDA,PROLONGACIÓN RÍO CHURUBUSCO,NA,SN,NA,NA,NA,NA,COLONIA,CUCHILLA PANTITLAN,NA,NA,NA,15619,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,0884,022,5555584004,NA,NA,Fijo,19.42251839,-99.0684175,2010-07
940816,09013611162000105000000000U0,CETIS 39 PROFESORA MARIA PATIÑO VIUDA DE OLMEDO,SECRETARIA DE EDUCACION PÚBLICA,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,CARRETERA VIEJA A SANTIAGO,CALLE,CAMINO VIEJO A SANTIAGO,OTRO (ESPECIFIQUE),NINGUNO,CALLE,ANTIGUO CAMINO A XOCHIMILCO,5511,NA,NA,NA,NA,NA,COLONIA,LA NORIA,NA,NA,NA,16030,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,1347,029,NA,CETIS039.DIR@UEMSTIS.GOB.MX,NA,Fijo,19.26247085,-99.12758641000002,2010-07
792325,09007611152000023001000000U8,CETIS 53,GOBIERNO,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,COMBATE DE CELAYA,CALLE,CAMPAÑA DEL ÉBANO,AVENIDA,GENARO ESTRADA,AVENIDA,DÍAZ SOTO Y GAMA,1,NA,NA,NA,0,SN,UNIDAD HABITACIONAL,UNIDAD VICENTE GUERRERO,NA,NA,NA,09200,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,472A,023,5556911976,CETIS053.DIR@UEMSTIS.SEMS.GOB.MX,WWW.CETIS54.COM,Fijo,19.35685015,-99.05247515,2010-07
755921,09005611152000064001000000U6,CETIS 55,SECRETARIA DE EDUCACION PÚBLICA SEP,611162,Escuelas de educación media superior del sector público,51 a 100 personas,AVENIDA,PERIFERICO,CALLE,ROSAURA ZAPATA,CALLE,SIN REFERENCIA,CALLE,EVA SÁMANO DE LÓPEZ MATEOS,0,SN,NA,NA,0,NA,COLONIA,AMPLIACION GABRIEL HERNANDEZ,NA,NA,NA,07090,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,0667,034,5557146591,NA,NA,Fijo,19.50748721,-99.10277057999998,2010-07
755922,09005611152000011001000000U7,CETIS 55,SECRETARIA DE EDUCACION PÚBLICA SEP,611162,Escuelas de educación media superior del sector público,31 a 50 personas,AVENIDA,PERIFERICO,CALLE,ROSAURA ZAPATA,CALLE,SIN REFERENCIA,CALLE,EVA SÁMANO DE LÓPEZ MATEOS,0,SN,NA,NA,0,NA,COLONIA,AMPLIACION GABRIEL HERNANDEZ,NA,NA,NA,07090,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,0667,034,5557146591,NA,NA,Fijo,19.50748694,-99.10276301999998,2010-07
666091,09007611162000065000000000U8,CETIS 6,NA,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,CUITLAHUAC,AVENIDA,TLAHUAC,CALLE,AXAYACATL,CALLE,MOCTEZUMA,50,NA,NA,NA,NA,NA,COLONIA,LOS REYES CULHUACAN,NA,NA,NA,09840,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1388,012,NA,CETIS006.DIR@UEMSTIS.SEMS.GOB.MX,NA,Fijo,19.34517911,-99.10509135000001,2010-07
986461,09013611162000065000000000U6,CETIS 39 PROFESORA MARIA PATIÑO VIUDA DE OLMEDO,SECRETARIA DE EDUCACION PÚBLICA,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,CARRETERA VIEJA A SANTIAGO,CALLE,CAMINO VIEJO A SANTIAGO,OTRO (ESPECIFIQUE),NINGUNO,CALLE,ANTIGUO CAMINO A XOCHIMILCO,5511,NA,NA,NA,NA,NA,COLONIA,LA NORIA,NA,NA,NA,16030,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,1347,029,NA,CETIS39.DIR@VEMSTIS.MX,WWW.CETIS39.EDU.MX,Fijo,19.26247085,-99.12758641000002,2010-07
666676,09002611162000076001000000U6,CETIS 4,SECRETARIA DE EDUCACION PÚBLICA SEP,611162,Escuelas de educación media superior del sector público,251 y más personas,AVENIDA,AVENIDA DE LAS GRANJAS,CALLE,PROLONGACION TEPANECOS,CALLE,RABAUL,CALLE,NINGUNO,283,NA,NA,NA,0,NA,COLONIA,SAN SEBASTIAN,NA,NA,NA,02040,09,Ciudad de México,002,Azcapotzalco,0001,Azcapotzalco,035A,005,5553524537,CETIS004.DIR@DGETI.SEMS.GOB.MX,WWW.CETIS004.EDU.MX,Fijo,19.4769725,-99.17501007,2010-07
663580,09017611152000045001000000U0,CETIS 51 CLAVE  09DET447N,SECRETARIA DE EDUCACIÓN PÚBLICA SEP,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,XOCOYOTE,CALLE,XALMIMILULCO,CALLE,XANTICAS,AVENIDA,PROLONGACIÓN RÍO CHURUBUSCO,0,SN,NA,NA,0,SN,COLONIA,AEROPUERTO INTER B JUAREZ,NA,NA,NA,15640,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,0827,007,5557582347,NA,NA,Fijo,19.43120924,-99.06241185999998,2010-07
1057875,09010611162000055001000000U3,CETIS 10 TURNO MATUTINO,DIRECCION DE ESTUDIOS TECNOLOGICOS Y DE SERVICIOS,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,TIZIANO,CALLE,ROSA NEGRA,CALLE,ROSA BLANCA,CALLE,GIOTTO,223,NA,NA,NA,0,NA,COLONIA,ALFALFAR,NA,NA,NA,01470,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,060A,011,NA,CETIS010.DIR@UEMSTIS.SEMS.GOB.MX,WWW.UEMSTISWEB.MX/CETISNO.10,Fijo,19.37510101,-99.19977581000002,2010-07
666414,09017611162000065001000000U7,CONALEP VENUSTIANO CARRANZA II MATUTINO,SECRETARIA DE EDUCACION PÚBLICA SEP,611162,Escuelas de educación media superior del sector público,31 a 50 personas,CALLE,TENOCHTITLAN,CALLE,CIRCUNVALACION,CALLE,NINGUNO,CALLE,MAXTLA,NA,SN,NA,NA,NA,NA,COLONIA,1 A SECCION EL ARENAL,NA,NA,NA,15680,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,1524,025,NA,NA,NA,Fijo,19.4229618,-99.05898919,2010-07
666416,09017611152000056001000000U7,CONALEP VENUSTIANO CARRANZA II VESPERTINO,SECRETARIA DE EDUCACION PÚBLICA SEP,611162,Escuelas de educación media superior del sector público,31 a 50 personas,CALLE,TENOCHTITLAN,CALLE,CIRCUNVALACION,CALLE,NINGUNO,CALLE,MAXTLA,NA,SN,NA,NA,NA,NA,COLONIA,1 A SECCION EL ARENAL,NA,NA,NA,15680,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,1524,025,5557637575,NA,NA,Fijo,19.42283546,-99.05887292,2010-07
1054921,09011611162000045001000000U2,CETIS 1 CENTRO DE ESTUDIOS TECNOLOGICO INDUSTRIALES Y SERVICIOS N1,NA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,AVENIDA,ESTANISLAO RAMIREZ RUIZ,CALLE,MAR DE LAS LLUVIAS,EJE VIAL,10 SUR (CARRETERA A SANTA CATARINA),EJE VIAL,10 SUR (CARRETERA A SANTA CATARINA),NA,SN,NA,NA,NA,NA,COLONIA,DEPORTIVA CET 1,NA,NA,NA,13430,09,Ciudad de México,011,Tláhuac,0001,Tláhuac,0185,010,5558412293,CETIS001.DIR@DGETI.SEMS.GOB.MX,DGETI.GOB.MX,Fijo,19.29356613,-98.99800526999998,2010-07
1010715,09012611152000046001000000U9,CETIS 154,SECRETARIA DE EDUCACIÓN PÚBLICA 09DCT00485,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,CEDRAL,CERRADA,XOCHITEPETL,CERRADA,CERRADA EL MIRADOR,CALLE,EMILIANO ZAPATA,NA,SN,NA,NA,NA,NA,COLONIA,EJIDOS DE SAN PEDRO MARTIR,NA,NA,NA,14640,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,2263,003,5556555160,CETIS154.DIR@DGETI.SEMS.GOB.MX,WWW.CETIS154.EDU.MX,Fijo,19.26849942,-99.16038684,2010-07
917484,09012611162000093001000000U0,CETIS 154 TURNO MATUTINO,SECRETARIA DE EDUCACION PÚBLICA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,CEDRAL,CERRADA,XOCHITEPETL,CERRADA,CERRADA EL MIRADOR,CALLE,EMILIANO ZAPATA,1,NA,NA,NA,NA,NA,COLONIA,EJIDOS DE SAN PEDRO MARTIR,NA,NA,NA,14640,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,2263,003,5556555160,CETIS154.DIR@DGETI.SEMS.GOB.MX,WWW.CETIS154.EDU.MX,Fijo,19.26843477,-99.16040636999999,2010-07
652740,09005611152000054001000000U7,CETIS 166,CETIS 166,611162,Escuelas de educación media superior del sector público,51 a 100 personas,AVENIDA,RIO DE LOS REMEDIOS,PRIVADA,34,PRIVADA,LA SELVITA,CALLE,ANILLO PERIFÉRICO NORTE,454,NA,NA,NA,NA,NA,COLONIA,AMPLIACION GUADALUPE PROLETARIA,NA,NA,NA,07670,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,3303,042,5553893882,NA,NA,Fijo,19.51833923,-99.14809889,2010-07
652741,09005611152000084001000000U4,CETIS 166,CETIS 166 TURNO VESPERTINO,611162,Escuelas de educación media superior del sector público,51 a 100 personas,AVENIDA,RIO DE LOS REMEDIOS,PRIVADA,34,PRIVADA,LA SELVITA,CALLE,ANILLO PERIFÉRICO NORTE,454,NA,NA,NA,NA,NA,COLONIA,AMPLIACION GUADALUPE PROLETARIA,NA,NA,NA,07670,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,3303,042,5553893882,ANTONIOALONSO_166@HOTMAIL.COM,NA,Fijo,19.51833923,-99.14809889,2010-07
1030489,09015611162000116000000000U2,CETIS 13 SOR JUANA INES DE LA CRUZ,SECRETARIA DE EDUCACION PUBLICA UEMSTIS,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,ENRICO MARTINEZ,CALLE,PLAZA DE LA CIUDADELA,CALLE,TOLSA,CALLE,TRES GUERRAS,NA,SN,NA,NA,NA,NA,COLONIA,CENTRO,NA,NA,NA,06010,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0860,004,NA,CETIS013.DIR@UEMSIS.SEMS.GOB.MX,WWW.CETIS13.EDU.MX,Fijo,19.42875442,-99.15056478,2010-07
846556,09007611162000075001000000U7,CETIS 153 CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NO 153,SECRETARIA DE EDUCACION PUBLICA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,NINGUNO,EJE VIAL,5 SUR (LEYES DE REFORMA),PERIFERICO,CANAL DE SAN JUAN,EJE VIAL,5 SUR (LEYES DE REFORMA),NA,SN,NA,NA,NA,NA,COLONIA,UNIDAD HAB CABEZA DE JUAREZ,NA,NA,NA,09310,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,547A,004,5556008474,CETIS152.DIR@UEMSTIS.SEMS.GOB.MX,WWW.CETIS153.MX,Fijo,19.37807818,-99.06131377,2010-07
1059784,09013611162000096000000000U1,CONALEP PLANTEL XOCHIMILCO TURNO MATUTINO,SECRETARIA DE EDUCACION PÚBLICA SEP,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALZADA,GUADALUPE I. RAMIREZ,CALLE,CAMINO REAL A XOCHIMILCO,CALLE,LAS TORRES,CALLE,CAMINO REAL A XOCHIMILCO,5722,NA,NA,NA,NA,NA,COLONIA,SAN JUAN TEPEPAN,NA,NA,NA,16020,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,0067,011,5556760730,JDELVALLE.012@DF.CONALEP.EDU.COM,NA,Fijo,19.2688809,-99.12821352,2010-07
964070,09011611152000036000000000U2,CONALEP PANTEL TLAHUAC,SECRETARIA DE EDUCACION PÚBLICA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,CRATER ERATOSTENES,CALLE,MAR DE LOS VAPORES,CALLE,MAR DE LA FECUNDIDAD,CALLE,CRÁTER PLATÓN,NA,SN,NA,NA,NA,NA,COLONIA,AMPLIACION SELENE,NA,NA,NA,13430,09,Ciudad de México,011,Tláhuac,0001,Tláhuac,0575,015,5558413155,NA,NA,Fijo,19.28489375,-98.99442316,2010-07
846527,09005611162000085000000000U0,CONALEP PLANTEL ARAGON,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TÉCNICA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,599,CALLE,NINGUNO,CALLE,604,CALLE,AVENIDA 595,0,SN,NA,NA,0,NA,COLONIA,SAN JUAN DE ARAGON TERCERA SECCION,NA,NA,NA,07970,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,2396,024,5521585688,FLOPEZ004.DIR@DF.CONALEP.EDU.MX,NA,Fijo,19.45114461,-99.07100278000001,2010-07
825469,09007611152000055000000000U0,CONALEP PLANTEL II AZTAHUACAN,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,PLAN DE AYALA,CALLE,EMILIANO ZAPATA,AVENIDA,HERMINIO CHAVARRIA,AVENIDA,20 DE NOVIEMBRE,395,NA,NA,NA,NA,NA,COLONIA,Z.U SANTA MARIA AZTAHUACAN,NA,NA,NA,09570,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1091,015,NA,NA,NA,Fijo,19.35715824,-99.03204863,2010-07
825470,09007611152000044000000000U4,CONALEP PLANTEL II AZTAHUACAN TURNO VESPERTINO,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,611162,Escuelas de educación media superior del sector público,31 a 50 personas,CALLE,PLAN DE AYALA,CALLE,EMILIANO ZAPATA,AVENIDA,HERMINIO CHAVARRIA,AVENIDA,20 DE NOVIEMBRE,395,NA,NA,NA,NA,NA,COLONIA,Z.U SANTA MARIA AZTAHUACAN,NA,NA,NA,09570,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,1091,015,NA,NA,NA,Fijo,19.35715824,-99.03204863,2010-07
858252,09012611162000085001000000U6,CONALEP TLALPAN 1 CLAVE 186,SECRETARIA DE EDUCACION PUBLICA UNIDAD DE OPERACION DSCONCENTRADA PARA LA CIUDAD DE MEXICO,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,CALLE DEL RIO,PRIVADA,NINGUNO,CALLE,AHUACAN,CALLE,CARRASCO,1,NA,NA,NA,NA,NA,COLONIA,TORIELLO GUERRA,NA,NA,NA,14050,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,0182,002,5556650944,NA,WWW.CONALEPTLALPAN1.COM,Fijo,19.29836076,-99.16321492,2010-07
856102,09012611162000114001000000U4,CONALEP TLALPAN II,CONALEP TLALPAN II CCT 09DPT0018B ORGANISMO PÚBLICO DESCENTRALIZADO DEL GOBIERNO FEDERAL,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,LAZARO CARDENAS,CALLE,ABELARDO RODRIGUEZ,CALLE,FRANCISCO I. MADERO,CALLE,LÁZARO CÁRDENAS,NA,SN,NA,NA,NA,NA,COLONIA,MIGUEL HIDALGO 3A SECCION,NA,NA,NA,14250,09,Ciudad de México,012,Tlalpan,0001,Tlalpan,2189,004,56448416,NA,NA,Fijo,19.28349277,-99.20623661999998,2010-07
755015,09016611152000024001000000U7,CONALEP UNIDAD DE CAPACITACION EN INFORMATICA,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICO,611162,Escuelas de educación media superior del sector público,0 a 5 personas,AVENIDA,AZCAPOTZALCO,CALLE,GOLFO DE TEHUANTEPEC,CALLE,LAGO ATHABASCA,CALLE,GOLFO SIAM,58,NA,NA,NA,NA,NA,COLONIA,TACUBA,NA,NA,NA,11410,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,0054,019,NA,NA,NA,Fijo,19.4611334,-99.18852532,2010-07
9170803,09016611162000113000000000U7,CONALEP UNIDAD DE CAPACITACION EN INFORMATICA,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,611162,Escuelas de educación media superior del sector público,11 a 30 personas,AVENIDA,AZCAPOTZALCO,CALLE,GOLFO DE TEHUANTEPEC,CALLE,LAGO ATHABASCA,CALLE,GOLFO SIAM,58,NA,NA,NA,NA,NA,COLONIA,TACUBA,NA,NA,NA,11410,09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo,0054,019,NA,CAPACITACION@CDMX.CONALEP.EDU.MX,NA,Fijo,19.46156337,-99.18843884,2019-11
1059792,09013611162000115001000000U9,CONALEP PLANTEL XOCHIMILCO TURNO VESPERTINO,SECRETARIA DE EDUCACION PÚBLICA SEP,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALZADA,GUADALUPE I. RAMIREZ,CALLE,CAMINO REAL A XOCHIMILCO,CALLE,LAS TORRES,CALLE,CAMINO REAL A XOCHIMILCO,5722,NA,NA,NA,NA,NA,COLONIA,SAN JUAN TEPEPAN,NA,NA,NA,16020,09,Ciudad de México,013,Xochimilco,0001,Xochimilco,0067,011,5556760730,JDELVALLE.012@DF.CONALEP.EDU.MX,NA,Fijo,19.2688809,-99.12821352,2010-07
985287,09004611152000013001000000U6,CONALEP SANTA FE,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,REFORMA,CALLE,PROLONGACION REFORMA CARLOS GRAFF FERNANDEZ,CERRADA,16 DE SEPTIEMBRE,CALLE,PROLONGACIÓN REFORMA CARLOS GRAFF FERNÁNDEZ,6,NA,NA,NA,NA,NA,COLONIA,TINAJAS,NA,NA,NA,05370,09,Ciudad de México,004,Cuajimalpa de Morelos,0001,Cuajimalpa de Morelos,0369,076,NA,FVARELA.267.DIR@DF.CONALEP.EDU.MX,CONALEP.EDU.MX/UODDF/PLANTELES/SANTAFE,Fijo,19.35112355,-99.28431849999998,2014-12
729072,09007611162000175000000000U5,CONALEP IZTAPALAPA 1 VESPERTINO,SECRETARIA DE EDUCACION PÚBLICA SEP,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,OAXACA,PRIVADA,PRIV. OAXACA,PRIVADA,PRIV. TAPACHULA,CALLE,EVERARDO GONZÁLEZ,25,NA,NA,NA,NA,NA,COLONIA,SAN SEBASTIAN TECOLOXTITLA,NA,NA,NA,09520,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,084A,001,NA,NA,NA,Fijo,19.36245637,-99.01553095,2014-12
756618,09007931810000444001000000U2,CONALEP IZTAPALAPA 2,NA,611162,Escuelas de educación media superior del sector público,31 a 50 personas,CALLE,GENERAL A. LEON LOYOLA,AVENIDA,UNIVERSIDAD,AVENIDA,CONSTITUCION DE APATZINGAN,AVENIDA,CENTRAL,147,NA,NA,NA,NA,NA,COLONIA,UNID HAB EJERC CONSTITUCIONALISTA,NA,NA,NA,09210,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,013A,026,5557459840,VINCULACION196@YAHOO.COM.MX,NA,Fijo,19.38377268,-99.05273282000002,2011-03
754927,09005611162000136001000000U1,CONALEP GAM II,GOBIERNO FEDERAL,611162,Escuelas de educación media superior del sector público,101 a 250 personas,EJE VIAL,3 ORIENTE (AVENIDA INGENIERO EDUARDO MOLINA),CALLE,314,PERIFERICO,ORIENTE (AVENIDA RIO DE LOS REMEDIOS),EJE VIAL,3 ORIENTE (AVENIDA INGENIERO EDUARDO MOLINA),NA,SN,NA,NA,NA,SN,COLONIA,JUAN GONZALEZ ROMERO,NA,NA,NA,07410,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,2682,038,5557469587,NA,NA,Fijo,19.50540721,-99.08702049,2010-07
671294,09005611162000165001000000U0,CONALEP GUSTAVO A MADERO 1,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TÉCNICA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CARRETERA,TENAYUCA-CHALMITA,AVENIDA,SIN REFERENCIA,CALLE,KENNEDY,AVENIDA,JUVENTINO ROSAS,0,SN,EDIFICIO SIN NOMBRE,PISO 1,0,NA,COLONIA,EL ARBOLILLO II,NA,NA,NA,07240,09,Ciudad de México,005,Gustavo A. Madero,0001,Gustavo A. Madero,3197,042,5553920204,NA,WWW.CONALEPGAMI.MX,Fijo,19.53076653,-99.14372739000001,2014-12
843566,09007611152000076001000000U6,CONALEP IV,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,DAMIANA,CALLE,FENISTACHE,CALLE,MUICLE,CALLE,PIÑUELAS,0,SN,NA,NA,0,NA,UNIDAD HABITACIONAL,CANANEA,NA,NA,NA,09960,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,4359,017,5558407581,NA,NA,Fijo,19.29154582,-99.06934859,2010-07
810911,09006611152000066001000000U9,CONALEP IZTACALCO 1,CONALEP IZTACALCO 1,611162,Escuelas de educación media superior del sector público,51 a 100 personas,AVENIDA,CALZADA GENERAL IGNACIO ZARAGOZA,CALLE,3,PRIVADA,IGNACIO ZARAGOZA,AVENIDA,CALZADA GENERAL IGNACIO ZARAGOZA,1060,NA,NA,NA,NA,NA,COLONIA,AGRICOLA PANTITLAN,NA,NA,NA,08100,09,Ciudad de México,006,Iztacalco,0001,Iztacalco,0128,006,5557637001,NA,NA,Fijo,19.40300888,-99.06606997,2010-07
826325,09007611152000096000000000U4,CONALEP MATUTINO,CONALEP MATUTINO,611162,Escuelas de educación media superior del sector público,51 a 100 personas,AVENIDA,YUCATAN,CALLE,EVERARDO GONZALEZ,CALLE,OAXACA,AVENIDA,FELIPE NERI,NA,SN,NA,NA,NA,NA,COLONIA,SAN SEBASTIAN TECOLOXTITLA,NA,NA,NA,09520,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,084A,001,NA,NA,NA,Fijo,19.36130395,-99.01384634999998,2010-07
641346,09002611152000045001000000U2,CONALEP MEXICO CANADA,NA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,MACARIO GAXIOLA,AVENIDA,CALZADA DE LAS ARMAS,CALLE,ABRAHAM SANCHEZ,EJE VIAL,3 NORTE (CALZADA SAN ISIDRO),84,SN,NA,NA,NA,NA,COLONIA,SAN PEDRO XALPA,NA,NA,NA,02710,09,Ciudad de México,002,Azcapotzalco,0001,Azcapotzalco,1080,001,5553593650,NA,WWW.CONALEP.EDU.MX,Fijo,19.48384628,-99.21509821,2010-07
641345,09002611152000076001000000U7,CONALEP MEXICO CANADA TURNO MATUTINO,NA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,MACARIO GAXIOLA,AVENIDA,CALZADA DE LAS ARMAS,CALLE,ABRAHAM SANCHEZ,EJE VIAL,3 NORTE (CALZADA SAN ISIDRO),84,NA,NA,NA,NA,NA,COLONIA,SAN PEDRO XALPA,NA,NA,NA,02710,09,Ciudad de México,002,Azcapotzalco,0001,Azcapotzalco,1080,001,5553593430,NA,WWW.CONALEP.EDU.MX,Fijo,19.48384228,-99.21508338,2010-07
1024504,09009611152000026000000000U7,CONALEP MILPA ALTA,SECRETARIA DE EDUCACION PUBLICA,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,BENITO JUAREZ,CALLE,IGNACIO ZARAGOZA,CERRADA,NINGUNO,CALLE,BARRANCA AHUATITLA,NA,SN,NA,NA,NA,NA,PUEBLO,SAN PABLO OZTOTEPEC,NA,NA,NA,12400,09,Ciudad de México,009,Milpa Alta,0024,San Pablo Oztotepec,0191,056,5558621037,NA,NA,Fijo,19.18574192,-99.06604792,2010-07
756619,09007931810000454000000000U1,CONALEP IZTAPALAPA 2 TURNO VESPERTINO,NA,611162,Escuelas de educación media superior del sector público,51 a 100 personas,CALLE,GENERAL A. LEON LOYOLA,AVENIDA,UNIVERSIDAD,AVENIDA,CONSTITUCION DE APATZINGAN,AVENIDA,CENTRAL,147,NA,NA,NA,NA,NA,COLONIA,UNID HAB EJERC CONSTITUCIONALISTA,NA,NA,NA,09210,09,Ciudad de México,007,Iztapalapa,0001,Iztapalapa,013A,026,5557459832,NA,NA,Fijo,19.38371622,-99.05276765000002,2011-03
666377,09017611152000076000000000U5,CONALEP AEROPUERTO,COLEGIO NACIONAL DE EDUCACION PROFECIONAL TECNICA SEP,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,ACOLHUACAN,CERRADA,MAXTLA,CALLE,MAXTLA,CERRADA,XALTOCAN,NA,SN,NA,NA,NA,NA,COLONIA,1 A SECCION EL ARENAL,NA,NA,NA,15680,09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza,1524,025,5557014666,NA,NA,Fijo,19.42392007,-99.05711221,2010-07
6712380,09015611698001092011000000U7,CENTRO TRILINGUE DE ESTUDIOS ESPECIALIZADOS,CENTRO TRILINGUE DE ESTUDIOS ESPECIALIZADOS EN INFORMÁTICA SC,611161,Escuelas de educación media superior del sector privado,31 a 50 personas,CALLE,MANUEL CARPIO,CALLE,DOCTOR ATL,CALLE,JAIME TORRES BODET,CALLE,ELIGIO ANCONA,109,NA,NA,NA,NA,NA,COLONIA,SANTA MARIA LA RIBERA,NA,NA,NA,06400,09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc,0485,007,NA,RELACIONESPUBLICAS@CENTROTRILINGUE.EDU.MX,NA,Fijo,19.45057172,-99.156481,2016-01
7673653,09010611162000166000000000U8,CONALEP ALVARO OBREGON 1,CONALEP ALVARO OBREGON 1,611162,Escuelas de educación media superior del sector público,101 a 250 personas,CALLE,PROLONGACION 5 DE MAYO,CALLE,NINGUNO,CERRADA,NINGUNO,ANDADOR,TIERRA Y LIBERTAD,615,NA,NA,NA,NA,NA,COLONIA,LOMAS DE TARANGO,NA,NA,NA,01620,09,Ciudad de México,010,Álvaro Obregón,0001,Álvaro Obregón,2292,065,NA,DIRECCION.220@DF.CONALEP.EDU.MX,WWW.CONALEP.GOB,Fijo,19.35998584,-99.21694749,2019-11
